country,year,attack type,target industry,financial loss (in million $),number of affected users,security vulnerability type,defense mechanism used,incident resolution time (in hours),data breach in gb,severity_kmeans,country_encoded,attack type_encoded,target industry_encoded,security vulnerability type_encoded,defense mechanism used_encoded,severity_kmeans_encoded
germany,2017,malware,telecommunications,94.87,324790.0,zero day,vpn,42.0,36.27,Critical,53.41150070126228,49.52314083921895,51.06955882352941,50.73063247408982,50.51369003690037,89.91338255033557
india,2023,sql injection,government,28.71,497965.0,unpatched software,antivirus,37.0,0.96,Low,48.44036096256684,50.24415149006622,52.12430513595166,50.39994936708861,51.08555063478004,15.9447700770077
uk,2023,sql injection,education,42.5,933030.0,social engineering,antivirus,37.0,55.2,Medium,50.7941619047619,50.24415149006622,48.46954841946814,51.27242457487658,51.08555063478004,48.46779490529065
uk,2015,man-in-the-middle,it,53.07,538338.0,zero day,vpn,1.0,38.61,Medium,50.7941619047619,51.405620172648796,50.97536605796616,50.73063247408982,50.51369003690037,48.46779490529065
france,2018,phishing,it,99.78,502006.5,social engineering,ai based detection,11.0,155.14,Critical,49.647629427792914,50.854168128888176,50.97536605796616,51.27242457487658,50.74505869797225,89.91338255033557
uk,2024,ddos,healthcare,51.41,276634.0,unpatched software,antivirus,38.0,55.2,Medium,50.7941619047619,52.0362353858145,50.03413125590179,50.39994936708861,51.08555063478004,48.46779490529065
germany,2018,man-in-the-middle,banking,81.46,316299.0,social engineering,firewall,66.0,295.85,Critical,53.41150070126228,51.405620172648796,51.34587037037037,51.27242457487658,50.07604240282686,89.91338255033557
japan,2020,phishing,healthcare,33.66,410385.0,zero day,encryption,71.0,36.48,Medium,50.60352348993288,50.854168128888176,50.03413125590179,50.73063247408982,50.98364175977653,48.46779490529065
japan,2024,phishing,healthcare,99.28,589898.0,zero day,vpn,59.0,55.2,Critical,50.60352348993288,50.854168128888176,50.03413125590179,50.73063247408982,50.51369003690037,89.91338255033557
france,2016,man-in-the-middle,retail,14.86,63760.0,zero day,antivirus,8.0,2591.62,Low,49.647629427792914,51.405620172648796,50.93712900096993,50.73063247408982,51.08555063478004,15.9447700770077
usa,2015,ransomware,banking,33.75,58037.0,social engineering,vpn,37.0,59.67,Medium,51.606640173410405,50.373152852977924,51.34587037037037,51.27242457487658,50.51369003690037,48.46779490529065
uk,2020,phishing,government,82.03,994787.0,unpatched software,encryption,37.0,55.75,Critical,50.7941619047619,50.854168128888176,52.12430513595166,50.39994936708861,50.98364175977653,89.91338255033557
india,2016,ransomware,it,51.41,502006.5,zero day,firewall,68.0,52.66,Medium,48.44036096256684,50.373152852977924,50.97536605796616,50.73063247408982,50.07604240282686,48.46779490529065
germany,2023,sql injection,it,6.09,590760.0,unpatched software,firewall,37.0,55.2,Low,53.41150070126228,50.24415149006622,50.97536605796616,50.39994936708861,50.07604240282686,15.9447700770077
uk,2022,ddos,it,29.05,186700.0,weak passwords,antivirus,37.0,43.97,Low,50.7941619047619,52.0362353858145,50.97536605796616,50.6939484857062,51.08555063478004,15.9447700770077
uk,2019,sql injection,education,89.48,682430.0,zero day,vpn,5.0,55.2,Critical,50.7941619047619,50.24415149006622,48.46954841946814,50.73063247408982,50.51369003690037,89.91338255033557
australia,2018,phishing,education,75.2,60868.0,social engineering,antivirus,46.0,24.04,High,52.26311760612387,50.854168128888176,48.46954841946814,51.27242457487658,51.08555063478004,69.99341233766233
france,2016,sql injection,it,29.33,182916.0,zero day,antivirus,17.0,51.98,Low,49.647629427792914,50.24415149006622,50.97536605796616,50.73063247408982,51.08555063478004,15.9447700770077
france,2023,ddos,education,65.96,181879.0,weak passwords,antivirus,37.0,24.16,High,49.647629427792914,52.0362353858145,48.46954841946814,50.6939484857062,51.08555063478004,69.99341233766233
australia,2017,phishing,retail,95.2,715732.0,zero day,antivirus,11.0,18.74,Critical,52.26311760612387,50.854168128888176,50.93712900096993,50.73063247408982,51.08555063478004,89.91338255033557
uk,2020,malware,banking,16.02,452477.0,zero day,encryption,23.0,64.05,Low,50.7941619047619,49.52314083921895,51.34587037037037,50.73063247408982,50.98364175977653,15.9447700770077
india,2018,ransomware,banking,51.41,502006.5,zero day,ai based detection,37.0,37.25,Medium,48.44036096256684,50.373152852977924,51.34587037037037,50.73063247408982,50.74505869797225,48.46779490529065
france,2017,sql injection,healthcare,27.42,94235.0,zero day,antivirus,29.0,521.12,Low,49.647629427792914,50.24415149006622,50.03413125590179,50.73063247408982,51.08555063478004,15.9447700770077
australia,2020,phishing,telecommunications,17.38,502006.5,unpatched software,encryption,6.0,1.02,Low,52.26311760612387,50.854168128888176,51.06955882352941,50.39994936708861,50.98364175977653,15.9447700770077
russia,2020,phishing,it,99.53,515797.0,social engineering,firewall,46.0,280.69,Critical,50.27492296918767,50.854168128888176,50.97536605796616,51.27242457487658,50.07604240282686,89.91338255033557
russia,2020,ddos,it,55.05,363906.0,weak passwords,antivirus,37.0,353.94,Medium,50.27492296918767,52.0362353858145,50.97536605796616,50.6939484857062,51.08555063478004,48.46779490529065
uk,2022,ddos,it,79.6,446296.0,zero day,ai based detection,4.0,2.43,High,50.7941619047619,52.0362353858145,50.97536605796616,50.73063247408982,50.74505869797225,69.99341233766233
russia,2020,ransomware,telecommunications,65.18,329972.0,unpatched software,antivirus,48.0,32.65,High,50.27492296918767,50.373152852977924,51.06955882352941,50.39994936708861,51.08555063478004,69.99341233766233
china,2020,ransomware,education,25.73,639190.0,zero day,encryption,33.0,31.28,Low,49.59663946587538,50.373152852977924,48.46954841946814,50.73063247408982,50.98364175977653,15.9447700770077
usa,2020,ransomware,government,51.41,135105.0,unpatched software,vpn,37.0,6.61,Medium,51.606640173410405,50.373152852977924,52.12430513595166,50.39994936708861,50.51369003690037,48.46779490529065
china,2015,ddos,education,94.74,103079.0,social engineering,antivirus,57.0,17.0,Critical,49.59663946587538,52.0362353858145,48.46954841946814,51.27242457487658,51.08555063478004,89.91338255033557
france,2018,ddos,it,51.41,822364.0,zero day,vpn,71.0,10.32,Medium,49.647629427792914,52.0362353858145,50.97536605796616,50.73063247408982,50.51369003690037,48.46779490529065
india,2021,sql injection,government,75.25,597509.0,social engineering,firewall,20.0,756.28,High,48.44036096256684,50.24415149006622,52.12430513595166,51.27242457487658,50.07604240282686,69.99341233766233
uk,2020,man-in-the-middle,it,51.41,705678.0,zero day,antivirus,57.0,222.19,Medium,50.7941619047619,51.405620172648796,50.97536605796616,50.73063247408982,51.08555063478004,48.46779490529065
france,2020,phishing,retail,51.41,309967.0,zero day,firewall,26.0,367.72,Medium,49.647629427792914,50.854168128888176,50.93712900096993,50.73063247408982,50.07604240282686,48.46779490529065
france,2022,phishing,banking,54.47,604250.0,social engineering,antivirus,63.0,161.18,Medium,49.647629427792914,50.854168128888176,51.34587037037037,51.27242457487658,51.08555063478004,48.46779490529065
india,2020,ransomware,it,51.41,131900.0,zero day,antivirus,21.0,10.04,Medium,48.44036096256684,50.373152852977924,50.97536605796616,50.73063247408982,51.08555063478004,48.46779490529065
uk,2022,ransomware,it,84.51,305494.0,social engineering,firewall,19.0,24.86,Critical,50.7941619047619,50.373152852977924,50.97536605796616,51.27242457487658,50.07604240282686,89.91338255033557
uk,2020,malware,healthcare,61.56,907121.0,social engineering,vpn,33.0,113.76,High,50.7941619047619,49.52314083921895,50.03413125590179,51.27242457487658,50.51369003690037,69.99341233766233
uk,2024,phishing,it,23.32,879162.0,zero day,vpn,38.0,55.2,Low,50.7941619047619,50.854168128888176,50.97536605796616,50.73063247408982,50.51369003690037,15.9447700770077
brazil,2017,man-in-the-middle,telecommunications,43.71,57237.0,unpatched software,firewall,52.0,55.2,Medium,51.0463731245923,51.405620172648796,51.06955882352941,50.39994936708861,50.07604240282686,48.46779490529065
australia,2016,phishing,telecommunications,2.84,880127.0,zero day,antivirus,37.0,38.07,Low,52.26311760612387,50.854168128888176,51.06955882352941,50.73063247408982,51.08555063478004,15.9447700770077
china,2017,phishing,it,71.4,698847.0,zero day,antivirus,17.0,31.12,High,49.59663946587538,50.854168128888176,50.97536605796616,50.73063247408982,51.08555063478004,69.99341233766233
india,2022,man-in-the-middle,banking,51.41,928859.0,zero day,antivirus,32.0,158.61,Medium,48.44036096256684,51.405620172648796,51.34587037037037,50.73063247408982,51.08555063478004,48.46779490529065
india,2017,phishing,it,78.94,858565.0,weak passwords,encryption,29.0,106.31,High,48.44036096256684,50.854168128888176,50.97536605796616,50.6939484857062,50.98364175977653,69.99341233766233
china,2022,malware,telecommunications,34.33,571265.0,unpatched software,firewall,17.0,31.77,Medium,49.59663946587538,49.52314083921895,51.06955882352941,50.39994936708861,50.07604240282686,48.46779490529065
russia,2015,ddos,banking,40.64,259321.0,social engineering,antivirus,37.0,310.75,Medium,50.27492296918767,52.0362353858145,51.34587037037037,51.27242457487658,51.08555063478004,48.46779490529065
brazil,2022,man-in-the-middle,banking,59.43,121504.0,weak passwords,antivirus,32.0,55.2,High,51.0463731245923,51.405620172648796,51.34587037037037,50.6939484857062,51.08555063478004,69.99341233766233
france,2018,ddos,banking,51.41,670630.0,zero day,antivirus,4.0,137.54,Medium,49.647629427792914,52.0362353858145,51.34587037037037,50.73063247408982,51.08555063478004,48.46779490529065
china,2024,ransomware,banking,72.18,277175.0,social engineering,firewall,72.0,132.91,High,49.59663946587538,50.373152852977924,51.34587037037037,51.27242457487658,50.07604240282686,69.99341233766233
uk,2016,man-in-the-middle,it,23.35,952463.0,unpatched software,antivirus,26.0,34.32,Low,50.7941619047619,51.405620172648796,50.97536605796616,50.39994936708861,51.08555063478004,15.9447700770077
uk,2020,phishing,it,78.32,502006.5,weak passwords,ai based detection,67.0,89.05,High,50.7941619047619,50.854168128888176,50.97536605796616,50.6939484857062,50.74505869797225,69.99341233766233
china,2020,phishing,healthcare,20.22,363934.0,weak passwords,antivirus,37.0,8.36,Low,49.59663946587538,50.854168128888176,50.03413125590179,50.6939484857062,51.08555063478004,15.9447700770077
japan,2017,phishing,it,33.15,44750.0,zero day,firewall,22.0,218.34,Medium,50.60352348993288,50.854168128888176,50.97536605796616,50.73063247408982,50.07604240282686,48.46779490529065
uk,2021,ddos,banking,8.82,736601.0,zero day,antivirus,37.0,41.37,Low,50.7941619047619,52.0362353858145,51.34587037037037,50.73063247408982,51.08555063478004,15.9447700770077
japan,2018,phishing,education,43.32,42876.0,unpatched software,antivirus,40.0,24.93,Medium,50.60352348993288,50.854168128888176,48.46954841946814,50.39994936708861,51.08555063478004,48.46779490529065
australia,2018,phishing,healthcare,90.4,536357.0,weak passwords,encryption,55.0,55.2,Critical,52.26311760612387,50.854168128888176,50.03413125590179,50.6939484857062,50.98364175977653,89.91338255033557
usa,2020,phishing,government,55.34,785099.0,social engineering,encryption,29.0,55.2,Medium,51.606640173410405,50.854168128888176,52.12430513595166,51.27242457487658,50.98364175977653,48.46779490529065
france,2019,ddos,healthcare,27.89,502006.5,weak passwords,firewall,29.0,6.6,Low,49.647629427792914,52.0362353858145,50.03413125590179,50.6939484857062,50.07604240282686,15.9447700770077
france,2020,ransomware,education,66.04,881755.0,zero day,firewall,10.0,5.29,High,49.647629427792914,50.373152852977924,48.46954841946814,50.73063247408982,50.07604240282686,69.99341233766233
india,2020,sql injection,it,51.41,213393.0,zero day,encryption,49.0,135.51,Medium,48.44036096256684,50.24415149006622,50.97536605796616,50.73063247408982,50.98364175977653,48.46779490529065
uk,2017,man-in-the-middle,telecommunications,43.82,213979.0,unpatched software,firewall,10.0,8.0,Medium,50.7941619047619,51.405620172648796,51.06955882352941,50.39994936708861,50.07604240282686,48.46779490529065
uk,2020,malware,telecommunications,3.17,570243.0,zero day,antivirus,51.0,55.2,Low,50.7941619047619,49.52314083921895,51.06955882352941,50.73063247408982,51.08555063478004,15.9447700770077
brazil,2016,malware,government,72.73,47624.0,weak passwords,antivirus,70.0,2.4,High,51.0463731245923,49.52314083921895,52.12430513595166,50.6939484857062,51.08555063478004,69.99341233766233
china,2024,man-in-the-middle,banking,16.09,72940.0,zero day,antivirus,26.0,695.54,Low,49.59663946587538,51.405620172648796,51.34587037037037,50.73063247408982,51.08555063478004,15.9447700770077
japan,2020,malware,telecommunications,98.14,710142.0,zero day,ai based detection,56.0,74.93,Critical,50.60352348993288,49.52314083921895,51.06955882352941,50.73063247408982,50.74505869797225,89.91338255033557
japan,2023,malware,retail,51.91,502006.5,unpatched software,firewall,47.0,47.23,Medium,50.60352348993288,49.52314083921895,50.93712900096993,50.39994936708861,50.07604240282686,48.46779490529065
france,2017,phishing,it,55.9,309259.0,zero day,ai based detection,3.0,24.11,Medium,49.647629427792914,50.854168128888176,50.97536605796616,50.73063247408982,50.74505869797225,48.46779490529065
uk,2024,phishing,government,30.68,393201.0,social engineering,firewall,37.0,99.36,Low,50.7941619047619,50.854168128888176,52.12430513595166,51.27242457487658,50.07604240282686,15.9447700770077
germany,2020,ransomware,it,65.2,306799.0,zero day,encryption,37.0,51.6,High,53.41150070126228,50.373152852977924,50.97536605796616,50.73063247408982,50.98364175977653,69.99341233766233
russia,2022,phishing,it,51.41,30180.0,weak passwords,ai based detection,53.0,285.7,Medium,50.27492296918767,50.854168128888176,50.97536605796616,50.6939484857062,50.74505869797225,48.46779490529065
india,2017,phishing,retail,97.87,113745.0,unpatched software,encryption,2.0,55.2,Critical,48.44036096256684,50.854168128888176,50.93712900096993,50.39994936708861,50.98364175977653,89.91338255033557
uk,2024,ransomware,banking,24.22,584428.0,zero day,firewall,34.0,68.41,Low,50.7941619047619,50.373152852977924,51.34587037037037,50.73063247408982,50.07604240282686,15.9447700770077
france,2020,ransomware,it,3.27,502006.5,unpatched software,antivirus,2.0,31.65,Low,49.647629427792914,50.373152852977924,50.97536605796616,50.39994936708861,51.08555063478004,15.9447700770077
china,2022,phishing,retail,33.69,338578.0,social engineering,ai based detection,38.0,50.13,Medium,49.59663946587538,50.854168128888176,50.93712900096993,51.27242457487658,50.74505869797225,48.46779490529065
uk,2024,ddos,healthcare,7.31,502006.5,zero day,encryption,51.0,86.63,Low,50.7941619047619,52.0362353858145,50.03413125590179,50.73063247408982,50.98364175977653,15.9447700770077
brazil,2020,ransomware,banking,15.66,817169.0,unpatched software,firewall,54.0,4.2,Low,51.0463731245923,50.373152852977924,51.34587037037037,50.39994936708861,50.07604240282686,15.9447700770077
australia,2015,phishing,healthcare,62.34,502006.5,social engineering,antivirus,20.0,7.23,High,52.26311760612387,50.854168128888176,50.03413125590179,51.27242457487658,51.08555063478004,69.99341233766233
uk,2020,man-in-the-middle,it,76.06,530253.0,zero day,antivirus,28.0,55.2,High,50.7941619047619,51.405620172648796,50.97536605796616,50.73063247408982,51.08555063478004,69.99341233766233
australia,2024,man-in-the-middle,it,50.36,502006.5,zero day,antivirus,72.0,70.55,Medium,52.26311760612387,51.405620172648796,50.97536605796616,50.73063247408982,51.08555063478004,48.46779490529065
russia,2021,ransomware,banking,34.92,501490.0,social engineering,firewall,44.0,41.43,Medium,50.27492296918767,50.373152852977924,51.34587037037037,51.27242457487658,50.07604240282686,48.46779490529065
india,2016,malware,banking,11.81,392365.0,social engineering,antivirus,72.0,56.13,Low,48.44036096256684,49.52314083921895,51.34587037037037,51.27242457487658,51.08555063478004,15.9447700770077
china,2022,malware,education,96.72,194617.0,social engineering,antivirus,37.0,55.2,Critical,49.59663946587538,49.52314083921895,48.46954841946814,51.27242457487658,51.08555063478004,89.91338255033557
