Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Data Breach In GB
USA,2016.0,,HeaLtHcare@,,947960.0,NatioN-STaTe,Weak PaSsWOrdS#,FirewALL,55.0,
,2018.0,,HeAlthCaRe,52.87,437283.0,InSider,,,,23.61
ChiNa@,2019.0,MalwaRE,HealthCare,29.61,,  InsiDer ,,AntiViruS,,96.14
FrANCE,,PHIshinG,,25.75,998507.0,InsIDer,Weak PasSwoRDS,AI-baseD DetEctioN,15.0,571.51
IndiA,2017.0,,ReTail,,593329.0,HacKer GrOup,,AI-BaSed DEtectIon,62.0,49.47
UK,2019.0,PhishiNg,,60.07,197590.0,INsider@,ZERo-Day,EnCRyption,62.0,23.74
Japan,2017.0,RANsomWArE, Banking,50.75,53111.0,HackEr Group,,ANTIviruS,15.0,917.58
  AustraliA,,,ReTail,14.88,69641.0,  HAckeR GRoup  ,UNpatched SoftwArE,FireWall  ,54.0,
,2022.0,DDoS, IT,73.98,953770.0,InSiDer,Weak PAssWOrdS,FIrEWall,54.0,2.02
JaPAn,2023.0,SQL INJeCtiOn,  ReTail,42.33,,NatIOn-StaTE,Weak PAsSWordS,VPN,,105.64
,2022.0,MAn-in-the-MIDdle  #,EDucaTIon,77.98,,INsIder,Zero-daY,FIreWall,39.0,
IndiA,2016.0,RansOmWaRe#,EDucaTiON,8.55,,,SOCial EngineeRing,FiRewaLl,,
RuSsIa,2016.0,,GoverNMent,30.57,503775.0,UnKnOwn,ZEro-Day,  VPN  ,,157.99
JAPan,2015.0,SQL InjectIon,IT ,36.98,452892.0,UnkNown@, Weak PAsSwoRdS ,VPN!,17.0,78.7
RUssia,2018.0,RansomwARe,  HEaLthCarE  ,24.06,,UnKnOwN,  UnPatChed SofTwarE  ,AI-bAseD DetEcTIOn,,
AusTralia,,,,50.66,851204.0,InsidEr,ZeRo-dAY,  FIreWall #,3.0,
UK,,Man-in-tHE-MIDDLe,,79.27,923309.0,HackeR Group,UnPAtChEd Software@, FIReWALL ,29.0,202.08
BRaziL,,PhishInG#,BAnkInG  ,71.86,151590.0, NatIon-state,ZErO-dAy,ANtivIrus,30.0,144.79
UK,2022.0,DDOS,EDuCAtiOn,21.01,452432.0,NATiOn-STate,UnpatChed SoftWare ,FirEwaLl  ,,47.05
JaPan,,RaNsOmware,RetaIL,95.38,769596.0,,,VPN!,,
GeRmany,2022.0,PhiSHinG,,,407151.0,UNkNown@,WeAk PasswORds,AntiVirus,37.0,10.97
BRaZiL,2023.0,DDoS,IT,45.97,,NatIon-StAte,,AI-baseD DetectIoN,67.0,
BrAZil,,MaN-iN-tHE-MiDdle,GovErnMEnt ,76.39,311908.0,UnkNowN,, EncRypTion,68.0,19.34
China,2018.0,,Banking,,59979.0,InsideR,ZERo-DaY,,41.0,
JApan,2019.0,,,,233545.0,UNkNOWn,ZeRo-day,ANtIviRus,55.0,
,2020.0,,REtAil,,722081.0,Hacker GrouP,ZEro-DAY,VPN,33.0,38.02
RussiA,2024.0, SQL INjectIOn  ,HealThcAre,76.99,873037.0,NaTIoN-STATe,UnPAtchEd SOFTwaRe,AntiViRus,31.0,92.58
India,2022.0,MaLwarE,IT,,482213.0,NaTion-STate,SociaL ENginEerIng,AI-BaSEd DetectioN,3.0,8.35
  India  ,2020.0,PHiSHiNg,,,512850.0,HacKEr GrOuP,,ANtivirus,15.0,
CHiNa,2023.0,,TelecoMmunicaTIonS@,37.73,,Hacker Group,ZeRo-Day,,56.0,
BraziL,, MaLwarE,RetaIL,78.03,,InsiDeR,,Firewall,,291.76
USA,2021.0, RaNsOmware,EdUcatioN,6.77,697935.0,UnknowN,Social EngineeRiNG,AI-bASeD DetectiOn,16.0,91.29
RUSSIa,,MalwaRe,IT,71.92,500655.0,NaTion-stAte,ZeRo-dAY,AI-bAsED DEtEcTiON,,
USA,2020.0,RaNsomWare,,,239343.0,NatIoN-stATe,ZeRo-day,VPN,,
,2023.0,PhIshing,REtAiL,,143728.0,UNKnown,,AI-based DeteCtion#,,
USA ,2020.0,PHishiNG,REtAIL,99.64,464717.0,InsidER,,VPN@,27.0,143.18
RusSia,2018.0,SQL InJection!,EDucAtiOn,1.25,351063.0,NatioN-StaTe!,,FiRewALl,56.0,
AustRalia,2015.0,DDoS,GoveRNmEnt,13.96,479025.0, Nation-statE  ,,AntIvirus ,54.0,73.32
,2021.0,,BAnkIng,1.62,,NATioN-STate,ZeRo-dAy@,Encryption,,158.14
RussIA,2021.0,DDOS,Education,18.47,394957.0,Hacker GROup  ,,,27.0,47.72
FrAnce,2019.0,  PhisHiNg,TElecommUNiCaTions,28.88,96640.0,Unknown,SOcIAl EngIneerIng!,AnTiVirUs,,473.51
,2024.0,DDOS!,EduCatiOn,19.5,325634.0,InsIder,,FiRewall,5.0,19.79
FRance  ,2023.0,SQL InJeCTIOn,GOverNMEnT ,29.63,662667.0,Hacker GroUp#,ZerO-dAy,,30.0,813.55
USA,2024.0,Phishing,IT,57.24,107681.0, Unknown  ,ZerO-DAy,VPN,18.0,51.41
RusSiA,,PhishIng,Banking,3.2,982243.0, InsiDer ,Zero-dAY,EncryPTion ,,6.38
JApan,2022.0,,GoVernmENt,79.19,950425.0,UNkNowN,SociAl EngineEring,,,66.17
BRazil,2017.0,,,,279808.0,  Insider  ,,AnTiVIruS,,19.66
IndIa,2024.0,SQL INjection,TelecommunicaTIonS,71.2,190099.0,UNknowN,Zero-day,,15.0,192.67
BrazIl@,2019.0,  MaLware,GovernMent@,12.04,713035.0, NATIOn-staTe ,SOciaL EngIneEriNg,AI-BasED DetecTION,59.0,20.51
AustRAlIa@,2016.0,MalWare,RetAil,29.05,817347.0,Nation-stAtE,,,68.0,27.96
,2023.0, RansomWARE  ,HealtHcare#,28.18,707214.0,  UnknoWN, WEAK PasSworDs ,,11.0,3.21
 UK,,,RetAil#,39.26,668780.0,,ZEro-daY,FIreWALl,,27.7
RussIa,,DDoS,TeLEcOmMuNicaTiONs,,609196.0,UNkNOWn,  SocIal EnGIneErIng, VPN,4.0,1.44
USA  ,2021.0,,TElecommunICatioNs,83.88,980367.0,Nation-state,UnPaTchEd SofTwaRe,FIrEWAlL@,3.0,5.07
,2022.0,Man-in-the-MiddlE,IT,84.1,919858.0,,UNPatCHEd SofTWArE,EncryptIon #,47.0,170.82
,2017.0,DDoS,HEaLthcARe,39.49,195459.0,HACkeR Group,,ENcRyptIon,,177.45
RussIa,2015.0,  MAN-In-the-MIddLe ,GOVernMent,46.76,713342.0,Unknown,WeaK PAsSwordS,EncRypTIon,,103.36
UK,2019.0,DDoS,BANkIng,80.68,, NaTion-State  ,UnpaTCHeD SOftwaRe,VPN,29.0,12.8
ChiNA,2022.0,RaNsOMwAre,,86.56,963091.0,InSidEr,,VPN,37.0,50.83
UK#,,MalwaRe#,GOveRNment,66.25,726887.0,HackER Group,SoCial EnGiNEeriNg,,13.0,54.3
 RussiA  ,2021.0,DDoS,IT,,130413.0,UNknoWn,SOcIal EnGineerIng,ENcRyPTion,,9.61
GeRmanY,2017.0,MAlWAre,BanKing,,,,,AI-BAsed DEteCtion,15.0,520.66
,2020.0,RAnSomware,IT,14.94,557218.0,,Zero-DAy,,70.0,203.58
Russia,2018.0,,Banking,59.29,380543.0,UnknOwn,WEak PASSWoRds,,26.0,39.2
UK,2022.0,MalwAre,,39.55,,InSideR,,VPN,2.0,56.85
,2018.0,,IT,14.04,803086.0,NatioN-staTE,SOcial EngineeRIng,VPN,23.0,
CHINA,2024.0,MAn-in-tHe-MiddLe,,63.79,,HAcKEr Group,  ZERo-daY  ,EnCryptiOn,1.0,
 IndiA  ,2019.0, MalwArE,BanKiNg,37.03,358371.0,  Insider  ,  WeAk Passwords,AI-based DEteCTiOn!,,37.68
,2019.0,Phishing,Retail,9.12,212267.0,,ZeRO-dAy,AntiViRuS,14.0,19.63
FrAnce#,,Man-in-thE-MIdDle,HEAlTHcaRe ,52.04,757744.0,Nation-state,,AntiVIrus,43.0,12.15
Japan,2017.0,RAnsoMWArE,Retail,59.13,747705.0,InsiDEr,,VPN,47.0,35.81
USA,,PHIshINg,,64.67,996651.0,HACker GROUp,WEAk PasswOrds,EnCrypTIon,,809.59
UK,2015.0,RAnsomWare  ,GoverNmenT,52.78,281905.0,,SocIal EnGiNeeRINg,VPN,,
Brazil,2019.0,MaN-iN-The-MiDDle,,,739981.0,Unknown  ,SociAl ENginEerInG,AntIviRus,,23.18
France,2016.0,SQL InjEctiOn,TElecOmmunicatIoNs,,554448.0,Hacker GROup,SociaL EngIneerING@,AnTIVirus,31.0,
USA,2016.0,RAnSOMWarE!,HeaLthcArE,99.19,745103.0,InsIder,UnpaTCheD SoFtWarE,EncryptIon ,8.0,445.43
IndiA,2015.0,DDOS,,10.94,600279.0,InSiDer,,AI-BasED DetecTion@,,218.54
,2016.0,,IT,48.86,973654.0,,,ENCryptiON,23.0,59.71
,2016.0,DDoS,TelecommuNicaTionS ,80.48,78123.0,HACker Group,SociAl EngineERINg,AntiVIrUs,50.0,
UK,2015.0, MAN-IN-THe-MIdDlE,GOveRNment,,675955.0,INSiDer,Zero-Day,,60.0,155.61
  ChIna,2016.0,DDOS,IT,18.96,122866.0,Insider ,UNpatcHed SoFtwarE,VPN,46.0,
RuSsia,2018.0,  RaNsOmwarE  ,EducaTIon,66.33,177570.0,,SoCial ENgInEerinG,,72.0,209.1
FRance,2024.0,,Retail,60.4,774913.0,UnkNOwn#, UnpatchEd SoftwAre,ANtivirUs,,141.56
,,,IT#,24.92,852327.0,UnKnOWn,ZeRo-dAY!,VPN!,44.0,263.57
,2019.0,DDOS@,IT!,32.06,,HacKEr GroUP, ZeRo-daY ,AntiviruS,8.0,24.46
,2022.0,,,,823093.0,INsider,ZEro-daY,FirewAlL,36.0,
,2018.0,PhiSHiNg,,70.59,947445.0,InsiDER,SOCial ENGiNeerinG,ENcryptiOn,59.0,73.43
JaPaN  !,2018.0,DDoS,IT,75.34,972713.0,UnknowN,UnpAtched SoftWAre,EncrYPTion,,
FrAnce#,2023.0, MALwarE ,BankIng,9.99,,UnkNoWn,ZerO-day,FIrewAll@,,19.42
USA,2021.0,  RanSoMWaRE  ,TelecomMUNicATIOns,91.94,710953.0,,ZerO-Day,FiRewALl,,738.0
,,DDoS,IT,66.09,467190.0,,,AI-based DetECtIoN,25.0,73.47
GeRmanY,2024.0,PHiSHINg,HeaLTHcaRe,66.73,540773.0,UnknowN,UnPatCheD SOFtwaRe,VPN,15.0,20.55
AustrALIa!,2018.0,, Banking  ,40.11,,UnkNown,SocIal EnginEeRinG#,FIrEwall,6.0,26.42
AUStRAlIa,2022.0,,HealthCaRE,60.71,8498.0,,,VPN,17.0,33.77
USA,2016.0,,  IT,18.48,112881.0,HacKer GRouP,Social EnGineeriNg,VPN,32.0,103.16
 Japan  ,2018.0,DDOS,IT,9.9,942725.0,INsIder,  ZEro-DAy,VPN,56.0,119.61
,,PHIshinG,EducaTiOn,52.03,168684.0,NaTION-sTate,UnPatcHED Software, VPN  ,,23.09
JapAN,,,TeLeCOmmunicatiOns@,,559274.0,,SoCiAl EnGineErInG,Firewall,27.0,52.64
  UK  ,2016.0,,ReTail,13.68,144856.0,UNkNoWn,,,,1357.51
JaPan,2015.0, MalWaRe ,,2.63,418914.0,NatiOn-stATe,UnpaTChed Software#,FireWaLl,53.0,728.74
Brazil#,2024.0,PhishIng,RETAil,88.47,842945.0,HAckER GROup,Weak PASsWORds,,67.0,105.06
UK,2022.0,DDOS,GOvErnment,50.04,841198.0,UNKnown,, VPN ,41.0,
,2024.0,PhishiNg,,,,InsidEr,UnpATcheD SOftWare,AntiVIRUs,24.0,65.37
BrAziL,2020.0,DDoS,  TelEcomMuNicATIONs ,4.52,52302.0,,SociAL ENgiNEeRIng,,58.0,137.04
InDia,2015.0,MaN-iN-the-MIddle,BankinG,97.28,694308.0, NAtion-statE  ,WeAk PaSsWords,VPN,66.0,11.77
ChIna,2019.0,MalWare#, TEleCommUnIcaTionS ,62.67,520232.0,NaTioN-STate,,EncrypTion,53.0,37.11
,,SQL INjectiON ,RetAiL,46.34,575379.0,UNknown,ZEro-dAy,AI-baseD DEtectiOn!,,4.47
RuSsIA,2023.0,Man-In-tHe-MiDdLe,IT,26.45,850714.0,Hacker Group ,UnPATcHed SoFtWARe,ENcryPtiOn@,,
GeRmAny,,,HEALtHCare,14.12,403325.0,HackeR GroUp,Weak PaSSWoRdS,AI-bASeD DetecTION,35.0,
BrazIl#,2022.0,,EduCatiOn,80.99,345577.0,InsiDeR ,UNpATched SOFtWarE,,,26.45
,2017.0,MAn-in-The-MIdDle,IT,30.51,428352.0,HaCker GRoup,,,41.0,
BraziL@,2023.0,,Banking  ,69.45,,,ZerO-daY , AI-baseD DetEcTion ,12.0,8.68
,,SQL InJeCtIOn, EdUcAtioN ,78.12,,UNknOwn,  WeaK PasswOrds,VPN,,6.07
BraZIl,,PHishinG,,92.63,725707.0,HacKer GrOUp,  WeAk PASswordS  ,,9.0,76.45
AUStrAlIA,2017.0, MAN-In-THe-Middle,TeLecOMmuNIcAtiOns,,765929.0,NatIon-staTE,WeAK Passwords,FirewaLl,,262.6
RusSIA,,MaN-in-the-MIddle,ReTail,17.22,242574.0,NATiON-sTaTE,SociAL EngineERiNG,,,682.59
USA,2021.0,SQL InjectIOn,EDUCatiON,45.52,838652.0, UnknowN,Social EnGineeRINg, EncryPTion  ,20.0,27.43
JApaN,2018.0,,  TelecommuNiCaTIons  ,99.04,389405.0,NaTiON-state,WeAk PasSwoRds@,AnTIvIrus,53.0,275.34
Russia,,,,56.44,,UnknOWn,ZeRo-daY,ENcRypTIon,,51.53
IndIa,2022.0,,TElecomMunicaTioNS,73.24,943689.0,INsIder,ZerO-Day,FIrEwaLl,32.0,42.14
,2024.0,SQL INJEctIOn,,14.69,783795.0,,WEak PAssWordS,AI-bAsed DeTeCTIon,43.0,
GerMany,,DDoS,HealthcArE,72.05,,,ZerO-Day@,ENcRyPtioN@,49.0,145.25
AUstRAlia!,2020.0,DDOS,TElecOmmunicaTIons,,457184.0,INsIdEr,SoCial EngiNEeRiNg,VPN,11.0,5.13
InDIa,2019.0,  SQL INjection  ,BankINg,68.44,186842.0,NATion-StaTe,ZeRo-Day,,40.0,500.1
UK,2018.0,DDOS!, BAnkInG,8.81,198929.0,NatiOn-state#,,  AI-baseD DEtectiOn  ,41.0,432.74
 JapaN !,2018.0,SQL InjEctIon,RETaIl@,51.58,,HAcKeR GROUp,ZeRo-dAy,  EnCryptIon,28.0,21.36
BrazIl,2021.0,PhishinG ,TelEcoMmuNicaTions,83.79,,HaCkeR GrOuP, UnpatcHEd SOfTwarE @,AntivIruS,65.0,98.86
AusTrALia  ,2015.0,DDoS  ,TelecommUNicAtions,14.55,,Nation-STATE,UNPatched SoFTwArE,VPN#,53.0,114.55
,2021.0,MalwAre,REtail,20.52,,,SoCIal EnginEERing,ANtiVIrUs#,16.0,80.72
RusSia,2024.0,MalWare,EdUCATIoN,83.29,143037.0,,, Firewall ,47.0,23.92
GermaNy,2022.0,, TelECommuniCATions,79.77,151930.0,UnknoWn,ZeRO-daY ,EncrYpTIon,4.0,19.94
ChInA,,MAlwarE,,97.2,,NAtiOn-StATe@,ZEro-day,EncrYptION,50.0,52.54
BraZil  ,2017.0,DDoS !,EDuCatiON,41.63,249211.0,Insider,ZEro-daY,,59.0,317.06
GerMAnY,2024.0,SQL InJeCtiOn, IT ,1.01,470074.0,InSider,Weak PaSsWoRds,ENcrYpTIon,9.0,123.4
JApAn,2015.0,PhishINg,BaNkInG,87.5,429920.0,NaTion-stATe,Zero-DAy,EncrYptiOn,37.0,31.31
AUsTRAlia,2019.0,,HealThcArE,0.75,269314.0,UNknown,SoCiAl ENgiNeering,,64.0,173.74
UK,,Man-IN-the-MIddle ,HealtHcare,37.16,696199.0,NatiOn-stAte!,Weak PasswOrds,EnCRypTioN,42.0,0.76
RussIa,2020.0,PHIsHinG,BankinG,98.38,355505.0,NAtion-state,Unpatched SofTware,AI-baseD DeTeCTion,35.0,305.87
AuSTrAlia ,2023.0,,IT,55.94,,NatiON-STate!,UNpAtcHeD SoFtwArE,VPN,,4.02
BraZil,2019.0,  RansOmwAre  @,TELeCOmMunicaTions,23.63,581616.0,INsideR,SociAl EnGineErIng  ,Encryption!,,31.7
,2021.0,SQL INJecTIOn,IT ,39.44,155768.0,NATion-staTe,SocIal EnginEerIng,,19.0,10.18
,2024.0,MAlware ,,83.69,824298.0,NATiOn-staTe!,Unpatched SofTWarE,,4.0,7.83
UK,,MaLwaRE,GoveRNment,28.88,212533.0,,UnpATched SoftwAre, ANTiVirus ,71.0,
,2019.0,,BaNkIng,10.1,47737.0,  HaCkeR GrOup !,SoCiaL ENginEerinG,,69.0,27.07
,,Man-In-the-MidDle,IT,47.01,940513.0,,,ENcrYption  ,10.0,
RUssia,2021.0,Man-In-the-MiddLe,Banking,18.66,292992.0,,Zero-dAy,ENcryptIoN,15.0,50.89
GERManY,2024.0,MAlware,TelEcommuniCations,79.72,639779.0,,,AntIVirUs,6.0,111.67
AUsTRalIa,,  DDoS ,BankiNG,,949862.0,HacKEr Group,,FIreWall,25.0,61.27
,2021.0,PhiSHiNg@,HEAlTHCare,0.92,260396.0,HaCKER GRoUP,,,16.0,
AUStraLia,2024.0,PhishIng,IT,92.48,215376.0,NAtion-sTATe,,FirewaLl,,243.33
FraNcE,,,TelecOmmuNicatIONS,20.09,689397.0,,SoCIal EnGineEriNg,AI-BaSEd DetECtioN,68.0,26.03
BRazil,2016.0,SQL InjECtion,EduCaTion,16.24,,NaTioN-statE,Zero-dAY,AI-baSEd DEtEction,32.0,
India,2019.0,Phishing!,,18.42,,Nation-State,,AntivirUS,27.0,28.73
RUssiA,2020.0,DDOS,HeaLTHCare,49.02,382327.0,InsiDer,Zero-day, VPN  ,30.0,518.6
AustRalIA,2018.0,PHishiNg,GOverNMENT,12.43,605810.0,UnKnOWN  !,  ZErO-day  ,FirewalL,41.0,195.46
AustraliA#,2019.0,,BanKiNg,1.27,588345.0,INsiDER,  UnPatched SoFtWare,FiRewALl,49.0,32.36
  UK ,2019.0,PhiShing,GoverNmEnt,21.58,831367.0,InsiDeR,,AntivirUs!,55.0,32.33
BrazIl,2019.0,Man-iN-ThE-MidDle@,,14.64,,HackeR GroUp,SociAl EngInEEring,FIrEwALL,66.0,33.7
FrancE,2023.0, DDOS ,,,418211.0,InsideR, UnpatChed SoFtWarE  ,EncrYPtion,,1230.43
,,Man-in-thE-Middle, REtAIl  ,31.4,264380.0,INsIDer ,ZerO-DAY,VPN,37.0,96.82
Brazil,2017.0,PhisHing,BankiNg,9.25,437974.0,Hacker GroUp,ZerO-DaY,,20.0,104.07
,2021.0,PhIsHiNg#,,,713949.0,HackEr GroUp,,ANtivIRUS,71.0,256.06
USA,,SQL InJectIon,IT,8.5,523164.0,,,,,78.12
 UK ,2015.0,,,85.23,193852.0,InsideR, ZeRo-dAy,VPN,,37.02
UK,2024.0, DDOS ,Retail,14.09,655640.0,NATIoN-statE,,,61.0,40.67
France,,,IT,76.02,573328.0, InSidEr,Zero-daY,AI-based DetectIOn!,,
UK,,MAlWARE,GOvERNmenT,,798717.0,Hacker GRoUP,SociAl ENgineErIng ,ENCryption,,51.63
,2019.0,DDoS@, TelEcOmmUNicatiONs ,59.86,899413.0,NATion-State, Weak PAssWoRdS  ,,11.0,
,2017.0,SQL INjeCtIon  ,HealthCare,18.75,436009.0,,,,44.0,59.02
UK,2020.0,SQL InjeCTion,,,142291.0,NaTion-StATE,WEAK PasswoRDs,,,
 GermaNy,2019.0, Man-in-the-MiDdLE !,GoVerNMenT,64.8,,UNknowN,, FirewAll  ,,
RUssia,2020.0,RansomwaRe,IT#,,,HAckER Group,,Antivirus,37.0,61.43
,2021.0,MAn-in-tHe-MIddlE,TeLecomMunicAtIons,,483484.0,HAcker GrouP@, UnpaTchEd SoftwARe  ,VPN,2.0,
,,,IT,41.79,7290.0,INsIdeR,Weak PassWords,AI-baSeD DetectioN,32.0,215.83
InDia,2022.0,DDoS,IT,38.69,333967.0,,ZERo-DAY,Firewall,,91.81
CHIna,2020.0,Man-in-The-Middle@,EDucatiOn,84.4,,HaCker GRoup@,  ZEro-daY  #,,58.0,243.96
USA!,,MaLwarE,,,187312.0,  NAtiOn-sTaTe  ,Zero-dAy,VPN,58.0,0.71
,2024.0,DDoS,IT,34.46,470727.0,,WeaK PaSswordS,FIreWALl ,8.0,1252.08
IndIA,2023.0,Malware!,EDUCatIOn,95.97,629490.0,HAcker GRoUP,,,38.0,44.28
FRancE,,SQL InjeCTion,GoverNMenT,,904598.0,HackEr Group,SocIAL EngineEring,AI-based DeTecTioN,11.0,287.8
USA,2017.0,RANsOMWaRe,EDUcAtIon,12.59,820632.0,UnknOWN,SociAl EngiNeerINg,AI-BasEd DetectioN,65.0,11.47
JaPaN,,DDoS,ReTaIl  !,78.78,214152.0,InsIDer,Weak PasswordS,FirewAll  ,7.0,136.89
AUstralIA,2024.0,DDoS,BankINg,21.11,18766.0,InsIder,,,43.0,11.24
FraNCe,2020.0, MaLwAre  ,,,760230.0, NAtiOn-State ,ZerO-day,VPN,56.0,
INDia,2021.0,,HeALthCare  ,76.83,,INSiDer,ZEro-dAy,AI-basED DetecTioN ,57.0,963.96
,2020.0,Man-in-the-MiddLe,,17.49,693907.0,,ZerO-dAy,AI-based DEteCtioN,,
,,SQL InJEctION!,BANkInG,66.78,698892.0, UNknOwn,Zero-dAy,AI-BasED DEtectioN,24.0,75.65
UK,2015.0,Phishing,,24.17,64082.0,UNKnOWN,SoCiAl EngIneering,AntIvirUs,16.0,201.36
 USA ,2022.0,,IT,38.84,687052.0,NatIon-StatE#,,,34.0,
Russia,2018.0,Phishing#,GoveRNmEnt!,14.98,417488.0,HacKEr GrouP,Weak PASswoRds,EncrypTion,23.0,68.42
GeRmaNy ,2020.0,RansoMware,TeLeCOMmunICatIoNs,,970038.0,NaTioN-sTate,ZerO-dAy,,47.0,94.39
,2016.0,SQL InJEction,GOveRnMent,10.4,240441.0,UnknOWn,,,17.0,
  InDia  ,2020.0,Man-iN-the-MiddLE,Banking,59.67,747418.0,,UnpAtcHed SoFtwarE,VPN!,20.0,50.08
JapaN,2019.0,  Malware ,Retail,,977185.0,,SocIal ENginEeriNG,ANtivIrUs,71.0,73.82
IndIA,2019.0,MAlwARE,,58.98,267401.0,UnkNOwn,Zero-day,FIrewAlL  ,,264.01
Germany,2022.0,Ransomware,,19.47,,HacKeR Group,UNPatcHed Software,  AI-basED DEtectIon,20.0,286.66
,2015.0,PHIshinG,  BankIng  @,,104619.0,InsidEr!,, ANtiviRUs ,68.0,323.94
RUssia#,2024.0,RaNsomwarE,  HeALtHCare,98.25,877571.0,,,  ANTiviRuS,19.0,142.32
Japan,2020.0, RaNsomWare,HEaltHcarE,41.88,93314.0,Hacker GRouP,,  VPN,24.0,9.83
BrAZiL,2020.0,DDoS,GovErNMeNt,13.22,790415.0,,ZEro-day,EncryPTiOn,52.0,632.8
GeRMany,,RaNsomware,  IT,54.65,107180.0, NAtiOn-stATe  ,Zero-day,AnTIvirus,68.0,9.78
,2018.0,PhISHinG,,,,NAtion-stATE,UnPatCHeD SOftwaRe, VPN  ,44.0,85.97
USA,2020.0,,TeLeCommunicaTions,93.89,602474.0,UnkNOWn,SocIal EngiNeEring  , VPN ,71.0,
AustraliA,2024.0,PhIshing,EduCatIoN,,701144.0,HackeR GrOUP,UnpAtChEd Software,,41.0,49.59
UK,2024.0,MaLWare,,,116714.0,InSIdeR,,ENcrYptioN,37.0,89.4
France,2016.0,,IT ,41.79,453408.0,Nation-sTaTe,SociaL ENgiNeeriNG!,,8.0,
UK,2022.0,PhishINg,REtaIL,13.37,40843.0,UnkNown, WeaK PasSwordS  ,EncrypTion,,102.81
AusTrAlia@,2015.0,Man-In-thE-MiDDle,  HealthcARe,,336650.0, HaCker GrOup  ,ZERo-dAy,VPN,35.0,614.35
ChiNa,2017.0,  PHishinG ,HEaLThCaRE,92.64,911233.0,HackER GRouP,Weak PasswoRds,AI-bAsed DeteCtion,18.0,107.8
  BrazIl  ,2023.0,,TelecOmmunicaTIons,32.18,812908.0,,Weak Passwords,AnTivIruS,12.0,37.86
,2019.0,SQL Injection,EdUcatiOn,,796878.0,,ZEro-DaY,AntIvIrus,26.0,
JaPaN,,MAn-IN-the-MIddle#,GovERnmEnt,81.57,, UNKnOwN !,  SOcial ENginEEring ,AntIViruS,24.0,
USA,2021.0,DDoS,EDucatIOn,87.32,315915.0,,,AnTiViRuS!,52.0,
,2022.0,RAnsomwarE,EDUCAtioN!,70.44,,NAtion-sTatE,UnpatchEd SOfTware,FireWALl,7.0,133.77
IndIa,2024.0,MAN-In-the-MIddle#,IT,1.75,617939.0,UnKnoWn,,  FIRewall  ,22.0,156.3
GErmany,,PHisHiNG,HEAltHcarE,96.81,,HACKeR GroUp,WeaK PASsWordS ,AnTiviRUS#,,34.94
USA,2020.0,,BankiNg,,332766.0,HAckEr GrouP,WeaK PasswordS,AntiviruS,53.0,429.9
BraZil,2018.0,  PHishiNg, HealthcaRE ,2.52,414899.0,UNKnowN  ,WeAk PasswOrDs,EnCrypTioN,37.0,
,2017.0,  DDoS ,RetaIl,81.63,140371.0,,ZErO-dAY,EnCryPtion,13.0,
AuStrALia,2019.0,RaNSOMwArE,EducAtion,43.53,729109.0,InsiDeR,WeaK Passwords,  VPN  ,22.0,42.11
UK,2020.0,DDoS,EDUCaTion,84.28,776200.0,,Weak PAssworDs,EncRypTioN,49.0,
RUSsia,,,HealthcaRE,17.6,839921.0,UnKnowN,Zero-day,AntIViruS,,10.54
,,MAlwARE  ,EDucatiOn,31.35,312314.0,, SocIal EnGINEeRing ,AI-baSed DEtectioN,35.0,6.3
,,MaN-in-the-MIddle,,65.72,299613.0,HaCKER GrOup,,FIrewaLl,20.0,
InDIA,2016.0,PHiShInG,,,250482.0,InsIdEr,WeAk PasSwoRdS,VPN,20.0,15.33
BraZil,2021.0,DDoS@,,84.41,230110.0,Unknown,,AntivIrus,,
,,SQL InJeCtion,RETail,55.78,852650.0,,,AI-based DetecTioN,50.0,2.16
Germany,,, TelecoMmunICationS,67.47,,UnKNown  ,Weak PassWoRds,AntIViRus!,35.0,
JapAn,2016.0,MalWaRe,,8.08,,,Zero-dAY,FirEWalL,17.0,7.5
AusTralIa,2022.0,DDoS,TelecommuNicaTIOns,46.2,299968.0,INsider,ZeRo-day,AnTiviRuS,46.0,641.0
ChiNa,2022.0,PhisHing  ,,72.06,459296.0,NatION-staTe@,WEaK PasswordS,AI-BasEd DetECtion,,248.32
IndIa,2019.0,RansOMwarE,TelecommuNicatioNs,90.48,46972.0,NAtioN-staTe,SociaL EnGIneeriNg,VPN,23.0,19.45
  UK ,2022.0,MalwArE, HeAltHcARE,,602041.0,HacKER GrouP,UnPatched SoftwARE,,25.0,1601.43
JapaN  ,2016.0,,BaNkIng,82.93,36797.0,,UnPatched SOftWare  ,VPN,2.0,238.09
 China ,2021.0,SQL InjecTiOn,HeaLthcare,23.15,730762.0,,,VPN,19.0,
RussiA,2016.0,Malware,GovErNMeNt,66.19,91194.0,HaCkeR GrouP,UNpatched Software,EnCRyptiON,72.0,1.29
IndiA!,2015.0,SQL INjectioN  ,BaNking,,42883.0,UNknown,ZeRo-day,EncrypTion,37.0,1696.65
  UK,,SQL INjectiON,RetAiL,48.33,422592.0, NAtIoN-statE ,UNpAtcHed SofTwARe,VPN,37.0,6.79
IndIa,2015.0,,,29.54,837320.0,,  Social ENgineeRING,VPN,14.0,4.63
,,,BAnking!,44.08,708034.0,UNknowN,  ZEro-Day  ,AI-bASed DEtECtIon,39.0,253.12
